song,artist,decade,total_lines,unique_lines,total_words,unique_words,top_common_words,top_uncommon_words,neg,neu,pos,compound
be alright,dean lewis,2010,49,28,366,247,"i,the,and,oh,to,it's,you,away,but,her","oh,away,know,love,let,go,itll,alright,walk,time",0.113,0.714,0.172,0.9806
funeral,phoebe bridgers,2010,30,25,196,170,"i,and,always,have,i'm,a,will,we,me,to","always,i'm,kid,i've,think,jesus,christ,blue,time,that's",0.114,0.811,0.075,-0.7664
if the world was ending,jp saxe,2010,51,28,466,262,"the,you'd,come,over,you,know,right,and,we,was","come,know,right,world,ending,would,fine,night,think,forever",0.095,0.838,0.067,-0.9486
lady may,tyler childers,2010,32,30,198,190,"the,a,my,and,your,i'm,i,you,lovely,lady","i'm,lovely,lady,may,good,love,hickory,away,ain't,ever",0.056,0.692,0.252,0.9937
grenade,bruno mars,2010,54,36,415,260,"you,yeah,for,ya,the,a,i,all,in,i'd","yeah,ya,i'd,oh,take,would,go,tossed,trash,ever",0.153,0.597,0.25,0.9925
chandelier,sia,2010,38,22,377,212,"i'm,for,on,tonight,the,one,two,three,my,from","i'm,tonight,one,two,three,holding,gonna,chandelier,drink,like",0.036,0.838,0.126,0.9869
million reasons,lady gaga,2010,47,30,345,236,"a,to,one,million,reasons,i,me,good,the,you're","one,million,reasons,good,baby,giving,givin',need,show,i've",0.114,0.663,0.222,0.9926
looking out for you,joy again,2010,35,27,211,159,"i,for,when,me,the,about,a,it's,guess,you","guess,know,i'm,looking,always,love,song,girl,never,pretty",0.089,0.758,0.153,0.9524
7 years,lukas graham,2010,62,45,366,264,"i,years,old,was,my,once,me,be,soon,seven","years,old,soon,seven,told,ill,sixty,make,lonely,twenty",0.095,0.773,0.133,0.9519
the nights,avicii,2010,32,20,228,148,"me,when,my,father,told,a,he,you,i,the","father,told,never,one,day,live,younger,said,nights,die",0.032,0.911,0.057,0.7606
everything i wanted,billie eilish,2010,60,38,305,197,"i,you,they,it,would,if,but,a,to,don't","would,i'm,see,say,wanna,knew,dream,got,everything,wanted",0.079,0.835,0.086,-0.4019
let it go,james bay,2010,52,32,281,188,"and,it,be,to,me,let,you,i'll,the,don't","let,i'll,youuuuuuuu,come,gooooooooo,beeeeeeeeee,we're,everything's,that's,leave",0.06,0.911,0.029,-0.6027
count on me,bruno mars,2010,44,22,295,168,"ooh,you,i,and,to,can,count,on,i'll,be","ooh,count,i'll,yeah,like,two,three,find,friends,need",0.029,0.81,0.161,0.9891
pompeii,bastille,2010,47,16,280,101,"the,your,i,and,if,you,close,eyes,does,it","close,eyes,almost,feel,like,gonna,optimist,nothing,changed,walls",0.051,0.73,0.219,0.9961
motion sickness,phoebe bridgers,2010,37,31,250,211,"you,i,it,to,and,the,have,in,out,did","let,emotional,motion,sickness,english,drown,like,time,hardly,feel",0.152,0.758,0.09,-0.9496
supermarket flowers,ed sheeran,2010,34,25,284,224,"the,i,ooh,you,a,and,when,hallelujah,up,of","ooh,hallelujah,thats,youre,mum,took,life,know,angel,shape",0.078,0.712,0.21,0.9932
thats christmas to me,pentatonix,2010,31,18,257,166,"the,christmas,to,me,oh,that's,why,'cause,in,i've","christmas,oh,that's,'cause,i've,got,see,tree,song,heart",0.0,0.87,0.13,0.9869
nothing compares 2 u,chris cornell,2010,30,23,199,172,"you,nothing,i,compares,to,can,me,away,all,'cause","nothing,compares,away,'cause,since,took,love,go,see,",0.134,0.783,0.083,-0.9179
circles,post malone,2010,47,30,318,199,"run,away,i,the,you,oh,it,go,but,let","run,away,oh,go,let,we're,running,circles,hey,i'm",0.052,0.843,0.105,0.958
this town,niall horan,2010,48,25,330,178,"you,the,to,and,i,everything,over,with,in,there","everything,still,comes,back,truth,mmmmmmm,hard,never,got,around",0.034,0.88,0.086,0.9239
blank space,taylor swift,2010,47,29,349,208,"you,the,i,a,and,it's,i'm,love,insane,gonna","i'm,love,insane,gonna,they'll,tell,cause,game,we're,baby",0.187,0.634,0.179,-0.76
wheres my love,syml,2010,17,15,144,126,"away,she,i,ooh,if,the,you,my,know,that","away,ooh,know,dont,run,ran,bleed,way,cold,love",0.089,0.802,0.109,0.4692
try,pnk,2010,49,24,288,145,"try,get,and,gotta,up,there,is,you,a,it","try,get,gotta,gonna,flame,desire,someone's,bound,burned,burns",0.1,0.821,0.079,-0.817
mr loverman,ricky montgomery,2010,40,27,195,138,"i'm,my,and,i,mr,loverman,miss,lover,the,oh","i'm,mr,loverman,miss,lover,oh,man,headed,straight,ways",0.096,0.7,0.204,0.9879
galway girl,ed sheeran,2010,50,31,489,321,"my,the,she,i,her,in,on,and,galway,girl","galway,girl,took,hand,played,kissed,said,want,dance,fiddle",0.005,0.755,0.241,0.9992
ho hey,the lumineers,2010,32,22,200,149,"hey,i,belong,ho,with,you,my,me,you're,been","hey,belong,ho,i've,sweetheart,sleeping,right,bed,know,sweet",0.017,0.794,0.189,0.9926
reckless love,cory asbury,2010,31,16,330,162,"you,me,won't,down,i,it,oh,the,no,so","oh,there's,comin',love,overwhelming,never,ending,reckless,god,still",0.148,0.727,0.125,-0.8326
freaks,surf curse,2010,16,12,106,84,",i,up,just,a,1,2,3,4,am",",1,2,3,4,freak,wake,time,cover,e5x2x10",0.129,0.722,0.149,0.2091
despacito,luis fonsi,2010,73,46,434,303,"que,tu,a,quiero,despacito,sube,y,de,te,tus","que,tu,quiero,despacito,sube,de,te,tus,pasito,poquito",0.024,0.934,0.042,0.8402
dark red,steve lacy,2010,39,24,243,137,"you,only,i,don't,my,babe,me,give,up,girl","babe,give,girl,darling,bad,leave,please,honey,belong,baby",0.134,0.695,0.17,0.9286
light of the world,lauren daigle,2010,38,21,218,116,"the,of,world,glory,,light,to,for,come,emmanuel","world,glory,,light,come,emmanuel,behold,waits,miracle,heart",0.063,0.688,0.25,0.9942
mercy,shawn mendes,2010,50,30,319,183,"you,me,on,mercy,my,i'm,heart,please,have,i","mercy,i'm,heart,please,would,even,though,got,take,baby",0.008,0.643,0.348,0.9992
get lucky,daft punk,2010,73,26,471,159,"up,all,night,to,get,we're,lucky,the,i'm,she's","night,get,we're,lucky,i'm,till,sun,good,fun,we've",0.009,0.768,0.223,0.9988
apocalypse,cigarettes after sex,2010,32,18,229,146,"you,in,the,me,your,got,music,baby,tell,why","got,music,baby,tell,,youve,locked,forever,cant,say",0.06,0.888,0.052,-0.4592
waves,dean lewis,2010,49,28,295,178,"it,in,the,and,i,to,comes,goes,waves,my","comes,goes,waves,always,thought,flood,feeling,hard,freedom,falling",0.058,0.871,0.071,0.8316
stubborn love,the lumineers,2010,30,20,234,174,"up,your,love,keep,head,i,you,we,and,my","love,keep,head,oh,ooh,ah,can't,she'll,young,enough",0.079,0.628,0.293,0.9978
little things,one direction,2010,65,47,312,240,"you,it's,to,your,i,love,in,and,the,but","love,i'm,little,things,never,let,slip,mouth,oh,add",0.045,0.752,0.203,0.9968
still into you,paramore,2010,55,33,333,201,"you,im,into,i,all,the,to,this,and,still","im,still,time,wonder,need,make,cause,baby,even,things",0.054,0.863,0.083,0.7621
we are never ever getting back together,taylor swift,2010,40,28,358,239,"ever,you,we,to,never,getting,back,together,talk,ooh","ever,never,getting,back,together,talk,ooh,i'm,friends,like",0.072,0.767,0.161,0.9922
best friend,rex orange county,2010,45,33,356,261,"be,i,you,wanna,your,my,one,you're,and,know","wanna,one,know,gonna,best,friend,still,oh,favourite,baby",0.066,0.612,0.322,0.9992
old town road,lil nas x,2010,32,21,195,120,"can't,i'm,gonna,my,the,tell,me,nothin',you,horse","can't,i'm,gonna,tell,nothin',horse,take,old,town,road",0.017,0.91,0.073,0.7936
christmas lights,coldplay,2010,35,30,208,179,"christmas,all,to,oh,lights,of,i,the,on,those","christmas,oh,lights,gone,like,still,waiting,snow,fall,really",0.152,0.787,0.062,-0.9441
let me down slowly,alec benjamin,2010,47,21,399,165,"down,me,let,you,if,i,so,slowly,a,and","let,slowly,wanna,go,i'll,lonely,leaving,baby,cold,i'm",0.09,0.787,0.123,0.9051
alien blues,vundabar,2010,18,13,156,121,"nah,oh,to,it,the,you,i,like,a,it's","nah,oh,like,shame,i'd,need,,hey,best,ever",0.369,0.48,0.151,-0.9393
video games,lana del rey,2010,61,38,375,211,"you,do,the,now,i,it's,all,is,that,in","tell,say,video,living,time,heaven,place,earth,things,want",0.023,0.776,0.202,0.9965
je te laisserai des mots,patrick watson,2010,12,8,51,43,"quand,tu,de,embrassemoi,voudras,endessous,la,je,te,laisserai","quand,tu,de,embrassemoi,voudras,endessous,la,je,te,laisserai",0.029,0.971,0.0,-0.128
summertime sadness,lana del rey,2010,52,24,301,155,"oh,summertime,sadness,i,that,the,got,you,me,my","oh,summertime,sadness,got,go,know,baby,i'm,kiss,hard",0.182,0.649,0.168,-0.033
give me love,ed sheeran,2010,40,21,301,150,"my,give,me,love,and,i,you,to,we'll,this","give,love,we'll,i'll,little,time,burn,play,hide,seek",0.042,0.674,0.283,0.9984
we are young,fun ,2010,51,27,268,175,"the,tonight,i,so,me,carry,home,are,we,world","tonight,carry,home,world,young,let's,set,fire,sun,know",0.101,0.86,0.039,-0.936
carol of the bells,pentatonix,2010,35,23,154,105,"la,merry,how,they,to,christmas,ding,dong,oh,is","la,merry,christmas,ding,dong,oh,pound,hark,bells,seem",0.0,0.705,0.295,0.9954
2002,anne marie,2010,52,29,360,179,"the,we,of,in,love,on,bye,me,day,and","love,bye,day,singing,fell,better,like,dancing,hood,middle",0.053,0.716,0.23,0.9981
sofia,clairo,2010,38,21,243,130,"i,we,you,if,that,think,to,could,do,it","think,could,know,tried,say,sofia,mine,feel,like,crime",0.054,0.783,0.163,0.9814
take me to church,hozier,2010,50,38,353,240,"the,you,me,my,a,i'll,to,your,of,that","i'll,church,good,amen,take,worship,like,dog,shrine,lies",0.185,0.605,0.21,0.5869
you say,lauren daigle,2010,34,18,296,170,"i,am,you,say,,when,believe,oh,me,that","say,,believe,oh,every,1,2,3,4,thing",0.082,0.806,0.112,0.875
la vie en rose,daniela andrade,2010,21,15,117,85,"and,me,you,to,la,vie,en,rose,when,your","la,vie,en,rose,heart,hold,close,world,speak,angels",0.0,0.883,0.117,0.9382
treat you better,shawn mendes,2010,47,28,296,185,"you,i,can,better,me,than,he,know,and,on","better,know,treat,tell,time,like,want,girl,deserves,gentleman",0.136,0.598,0.267,0.9937
like im gonna lose you,meghan trainor,2010,44,29,299,176,"you,i'm,gonna,like,love,lose,i,and,of,so","i'm,gonna,like,love,lose,we'll,we're,take,'cause,never",0.129,0.622,0.249,0.9938
underneath the tree,kelly clarkson,2010,55,26,284,134,"the,you,you're,i,a,all,need,underneath,me,alone","need,underneath,alone,christmas,snow,falling,carolers,sing,dayay,presents",0.051,0.803,0.146,0.9827
impossible,james arthur,2010,60,29,292,151,"i,impossible,is,all,and,tell,them,it,my,now","impossible,tell,know,broken,love,gone,done,shout,rooftops,write",0.112,0.741,0.147,0.9468
love is gone,slander us,2010,22,13,169,98,"love,me,i,that,your,is,gone,don't,i'm,know","love,gone,i'm,know,tell,can't,breathe,weak,easy,one",0.119,0.612,0.269,0.9899
faded,alan walker,2010,50,25,176,91,"you,where,are,now,i'm,faded,the,under,sea,of","i'm,faded,sea,lost,another,us,atlantis,dream,monsters,running",0.076,0.874,0.05,-0.7064
sweet creature,harry styles,2010,38,20,195,108,"sweet,creature,i,we,home,you,we're,when,bring,me","sweet,creature,home,we're,bring,know,started,two,hearts,one",0.126,0.644,0.23,0.9844
stolen dance,milky chance,2010,56,24,313,137,"the,it,i,we,on,you,talk,about,want,never","talk,want,never,bring,floor,danced,like,boogie,night,long",0.076,0.755,0.168,0.9861
outskirts of heaven,craig campbell,2010,22,19,264,222,"and,i,the,of,wanna,where,when,die,live,on","wanna,die,live,outskirts,heaven,theres,lord,thats,blue,skies",0.108,0.771,0.12,0.128
i will wait,mumford sons,2010,40,28,215,134,"i,wait,will,and,for,my,you,i'll,kneel,down","wait,i'll,kneel,know,we've,ground,cause,head,heart,came",0.022,0.883,0.095,0.9196
bored,billie eilish,2010,38,21,274,152,"you,i,giving,what,you're,me,need,i'm,bored,say","giving,need,i'm,bored,say,want,begging,free,afraid,anymore",0.123,0.617,0.26,0.9943
lost boy,ruth b ,2010,56,36,388,245,"me,lost,and,to,i,the,neverland,boys,like,from","lost,neverland,boys,like,run,home,boy,away,peter,pan",0.117,0.701,0.182,0.9866
bloom,the paper kites,2010,30,18,160,112,"oohooooooh,i,you,the,to,can,be,close,and,is","oohooooooh,close,oh,fill,morning,sun,head,shall,get,world",0.0,0.986,0.014,0.2732
rise up,andra day,2010,53,27,229,146,"rise,and,you,up,for,ill,it,we,a,well","rise,ill,well,times,mountains,thousand,moooooooooove,i'll,gonna,walk",0.176,0.717,0.108,-0.9602
notion,the rare occasions,2010,22,18,198,169,"a,sure,its,i,the,but,of,in,there,be","sure,calming,notion,dont,see,im,wont,always,sunshine,perpetual",0.13,0.708,0.162,0.5282
hostage,billie eilish,2010,32,25,189,149,"you,a,me,i,your,and,let,like,alone,to","let,like,alone,chain,hold,hostage,gold,wanna,know,kiss",0.179,0.734,0.087,-0.9444
lets fall in love for the night,finneas,2010,36,24,286,195,"you,that,i,in,a,know,the,your,me,boy","know,boy,better,let's,love,like,i'll,i'm,fall,night",0.127,0.665,0.208,0.9748
ophelia,the lumineers,2010,30,18,168,112,"i,oh,ophelia,and,you,the,feel,on,my,love","oh,ophelia,feel,love,mind,girl,heaven,help,fool,falls",0.057,0.625,0.318,0.9939
what a beautiful name,hillsong worship,2010,43,26,367,216,"name,is,the,what,a,it,of,you,jesus,powerful","name,jesus,powerful,christ,king,nothing,wonderful,glory,beautiful,god",0.066,0.677,0.257,0.9978
break my heart again,finneas,2010,38,26,243,167,"you,i,the,or,me,break,i'm,of,why,it","break,i'm,go,ahead,heart,leave,wonderin',hell,ever,let",0.133,0.76,0.108,-0.7758
lego house,ed sheeran,2010,48,25,443,198,"out,of,you,i'm,and,i,all,love,i've,i'll","i'm,love,i've,i'll,things,done,think,better,pick,mind",0.041,0.732,0.227,0.9988
i wont give up,jason mraz,2010,41,31,270,213,"i,to,the,up,i'm,and,us,we,a,you","i'm,us,give,even,still,got,looking,lot,skies,get",0.013,0.814,0.173,0.9916
turning tables,adele,2010,33,22,250,157,"you,i,to,turning,me,tables,can't,won't,the,say","turning,tables,can't,say,time,close,enough,i'll,let,hurt",0.163,0.769,0.068,-0.9666
one more light,linkin park,2010,26,13,198,110,"if,who,cares,out,a,one,more,light,goes,i","cares,one,light,goes,sky,million,stars,someone's,time,runs",0.038,0.739,0.223,0.9915
be my mistake,the 1975,2010,24,19,138,104,"i,my,the,me,you,to,wait,mistake,then,don't","wait,mistake,'cause,make,want,outside,hotel,room,till,give",0.144,0.771,0.085,-0.6596
feeling whitney,post malone,2010,39,25,293,206,"oo,and,i,to,you,my,a,on,as,been","oo,ain't,like,always,i've,looking,someone,put,found,peace",0.087,0.791,0.122,0.9043
i knew you were trouble,taylor swift,2010,51,28,386,230,"you,trouble,me,i,oh,on,in,when,were,never","trouble,oh,never,knew,walked,shame,nowow,flew,places,i'd",0.277,0.692,0.031,-0.9985
space song,beach house,2010,33,19,132,80,"fall,back,into,place,it,you,eyes,was,night,on","fall,back,place,eyes,night,somewhere,ever,late,held,tight",0.053,0.929,0.018,-0.5719
baby,justin bieber,2010,49,31,323,219,"baby,i'm,you,yeah,be,nooo,like,i,mine,love","baby,i'm,yeah,nooo,like,mine,love,noo,thought,always",0.016,0.732,0.253,0.9973
lay me down,sam smith,2010,25,16,183,112,"you,i,to,your,lay,me,can,by,side,next","lay,side,next,tonight,i'm,missing,right,told,cry,gone",0.094,0.714,0.192,0.971
o come to the altar,elevation worship,2010,44,22,199,122,"the,of,jesus,is,come,to,christ,are,you,your","jesus,come,christ,calling,altar,father's,arms,open,wide,forgiveness",0.1,0.726,0.174,0.9524
so far away,avenged sevenfold,2010,50,43,317,254,"the,i,to,so,you,and,away,time,place,but","away,time,place,stay,love,far,live,ones,mind,never",0.147,0.776,0.078,-0.981
rainbow,kacey musgraves,2010,21,15,226,163,"the,your,and,a,to,you,is,but,there's,always","there's,always,rainbow,hanging,head,take,sky,finally,open,rain",0.079,0.847,0.074,0.6124
from the dining table,harry styles,2010,33,22,240,147,"you,call,your,say,me,to,i,the,my,by","call,say,comfortable,silence,overrated,ever,one,even,phone,misses",0.061,0.838,0.101,0.9198
hallucinogenics,matt maeson,2010,33,16,237,124,"i,and,my,the,'cause,on,man,pushing,past,limit","'cause,man,pushing,past,limit,trippin',hallucinogenics,wayward,cigarette,burnt",0.031,0.913,0.056,0.549
we fell in love in october,girl in red,2010,36,14,142,62,"my,girl,you,will,be,i,love,in,world,smoking","girl,love,world,smoking,cigarettes,roof,look,pretty,view,fell",0.0,0.747,0.253,0.9924
listen before i go,billie eilish,2010,37,27,164,118,"me,you,sorry,i,them,i'm,don't,down,and,wanna","sorry,i'm,wanna,see,tell,love,leave,need,better,hurry",0.172,0.666,0.162,0.903
bubble gum,clairo,2010,16,12,102,77,"i,,you,my,but,bubble,gum,its,cus,swallowed",",bubble,gum,cus,swallowed,oh,7,years,pretty,dumb",0.186,0.594,0.219,0.7498
redbone,childish gambino,2010,41,23,204,134,"you,it,oh,now,niggas,creepin',gon',make,if,oooh","oh,niggas,creepin',gon',make,oooh,stay,woke,right,want",0.133,0.773,0.094,-0.9173
22,taylor swift,2010,52,28,376,208,"you,like,uh,i,it,of,we,the,about,twentytwooooo","like,uh,twentytwooooo,feels,one,nights,yeah,know,everything,alright",0.071,0.658,0.271,0.9978
sports,beach bunny,2010,32,23,164,116,"you,i,me,the,on,need,if,feel,so,come","need,feel,come,i'm,lonely,complicated,tired,waiting,never,good",0.189,0.73,0.081,-0.9605
it will rain,bruno mars,2010,49,27,324,210,"you,oooh,if,the,no,be,baby,my,i,i'll","oooh,baby,i'll,there'll,lose,rain,ooohooh,cause,try,say",0.086,0.81,0.104,0.1416
build my life,housefires,2010,66,21,513,152,"and,you,me,in,your,i,will,we,my,is","love,worthy,could,ever,every,live,lead,one,holy,build",0.039,0.726,0.235,0.9989
georgia,phoebe bridgers,2010,34,29,173,168,"he,you,me,and,i,the,will,woah,georgia,so","woah,georgia,might,one,sometimes,fall,back,new,young,clean",0.042,0.853,0.104,0.8864
slow dancing in the dark,joji,2010,34,24,216,163,"you,i,don't,in,me,dark,be,can't,my,to","dark,can't,slow,want,see,dance,night,great,life,two",0.044,0.814,0.142,0.9788
adore you,harry styles,2010,51,24,323,145,"you,it's,the,only,thing,i'll,ever,do,walk,me","thing,i'll,ever,walk,i'd,fire,honey,let,adore,ahahah",0.06,0.803,0.138,0.9858
the lazy song,bruno mars,2010,53,30,366,229,"i,my,ooh,hoo,no,today,don't,feel,like,doing","ooh,hoo,today,feel,like,anything,cause,yeah,i'm,said",0.094,0.734,0.172,0.9853
you and i,one direction,2010,45,29,255,171,"i,and,you,can,the,it,like,we,us,they","like,us,nothing,come,make,figured,wanna,till,end,even",0.04,0.879,0.081,0.85
its called freefall,rainbow kitten surprise,2010,34,26,289,230,"you,the,let,all,and,could,it,called,devil,go","let,could,called,devil,go,like,freefall,friends,thought,shit",0.199,0.663,0.139,-0.9701
girl crush,little big town,2010,19,15,195,151,"i,want,her,a,got,i've,to,girl,crush,that","want,got,i've,girl,crush,taste,yeah,cause,get,hate",0.155,0.609,0.236,0.8041
hold on,chord overstreet,2010,35,26,239,175,"you,i,still,the,me,on,hold,need,and,a","still,hold,need,back,hear,want,come,let,take,wanna",0.128,0.71,0.162,0.832
high hopes,kodaline,2010,27,22,243,194,"it,to,and,the,when,high,hopes,go,i,world","high,hopes,go,world,keeps,spinning,takes,back,started,let",0.078,0.746,0.177,0.9847
theres nothing holdin me back,shawn mendes,2010,52,25,339,163,"me,i,you,there's,nothing,holding,back,my,and,she","there's,nothing,holding,back,baby,know,alright,take,we'd,'cause",0.081,0.822,0.097,0.8681
dear john,taylor swift,2010,45,35,373,291,"you,i,the,and,to,it,don't,was,your,my","think,young,see,known,dear,john,gone,messed,girl,dress",0.163,0.733,0.105,-0.9676
something just like this,the chainsmokers,2010,41,23,334,204,",i,doodoodoo,just,something,1,2,3,4,want",",doodoodoo,something,1,2,3,4,want,like,oh",0.031,0.714,0.255,0.9963
